"Day","Run","Prop","EmergDate"
119,"Winter",0,86.7541547299928
120,"Winter",1.38773244518457e-05,86.8981669256654
121,"Winter",2.77546489036914e-05,86.3546302519975
122,"Winter",0.000124201490722245,86.6890380884333
123,"Winter",0.0014566849459943,85.8853040328286
124,"Winter",0.000113029453388946,86.0175203198966
125,"Winter",0.00066218059319515,85.9839495602978
126,"Winter",0.000990511619130382,85.7626571336209
127,"Winter",0.00110679619957429,85.8039446320185
128,"Winter",0.000464977961208397,85.9430553724614
129,"Winter",0.00122846191841758,85.557213341676
130,"Winter",0.000353145795909214,85.3998447898435
131,"Winter",0.000706597866658589,85.6356761211854
132,"Winter",0.00100163376426777,85.356296176801
133,"Winter",0.00127772824119324,85.382534816504
134,"Winter",0.000747618381060332,85.4817439187084
135,"Winter",0.00135664493060319,85.7721768890459
136,"Winter",0.00079343462119135,86.4283731169065
137,"Winter",0.000980860042477774,86.1226294612636
138,"Winter",0.00168054244820328,85.2862134125448
139,"Winter",0.000881178261931779,85.1339969881704
140,"Winter",0.0013018348447962,84.8858973440465
141,"Winter",0.00147589698013562,85.3394142059267
142,"Winter",0.00162997336552987,86.3476067051805
143,"Winter",0.000952257124771107,86.2212791748655
144,"Winter",0.00161817517060711,86.1420242860531
145,"Winter",0.00225685833241681,85.6734595983185
146,"Winter",0.00122535850852408,85.9452001622955
147,"Winter",0.0010407938079273,85.4579429881052
148,"Winter",0.00231240126133919,85.1209597318775
149,"Winter",0.00169370957687652,84.8224395902776
150,"Winter",0.000681808266795235,84.6030839487951
151,"Winter",0.00275801600261662,84.7601787931523
152,"Winter",0.00182074370768877,85.6353268426572
153,"Winter",0.00262610541048246,85.5389500292318
154,"Winter",0.00407653212291943,85.2502757551657
155,"Winter",0.00292286556885968,84.9189198655485
156,"Winter",0.00252877883300988,85.3162175266498
157,"Winter",0.00424103348655906,85.499094413483
158,"Winter",0.00280003798855018,85.4516581106459
159,"Winter",0.00275235316110821,85.3165308434224
160,"Winter",0.00604573795382371,85.5975392225688
161,"Winter",0.00282914996208693,85.6300993082419
